claim_id,orid,verified,falsified,inconclusive,toy
432,2hGL0nGPLu,1,0,1,0
438,2iDtIht7W4,18,0,2,3
439,2iDtIht7W4,18,0,3,2
440,2iDtIht7W4,16,0,5,2
441,2iDtIht7W4,21,0,1,1
442,2iDtIht7W4,16,0,2,5
443,2iDtIht7W4,15,1,3,4
444,2iFauBXg7Y,2,0,0,0
445,2iFauBXg7Y,1,0,1,0
446,2iFauBXg7Y,2,0,0,0
447,2iFauBXg7Y,0,0,2,0
448,2iFauBXg7Y,2,0,0,0
449,2iFauBXg7Y,0,0,2,0
450,2jpMiRwsrL,0,0,2,0
451,2jpMiRwsrL,2,0,0,0
452,2jpMiRwsrL,2,0,0,0
453,2jpMiRwsrL,2,0,0,0
454,2jpMiRwsrL,0,0,2,0
463,2kSBDoP1rE,4,0,2,4
466,2kSBDoP1rE,2,3,1,4
467,2kSBDoP1rE,8,0,2,0
468,2kSBDoP1rE,4,1,2,3
470,2kSBDoP1rE,6,3,1,0
471,2kSBDoP1rE,7,0,1,2
472,2m0o0Fdqu6,2,0,1,1
473,2m0o0Fdqu6,3,0,1,0
474,2m0o0Fdqu6,3,0,1,0
475,2m0o0Fdqu6,2,0,1,1
476,2m0o0Fdqu6,2,0,1,1
486,2wDrJ5lZaF,3,0,1,1
487,2wDrJ5lZaF,4,0,0,1
488,2wDrJ5lZaF,4,0,0,1
489,2wDrJ5lZaF,2,0,0,3
490,2wDrJ5lZaF,2,0,1,2
491,32NvV5zixD,10,0,3,5
492,32NvV5zixD,10,0,3,5
493,32NvV5zixD,10,0,3,5
494,32NvV5zixD,8,0,4,6
495,32NvV5zixD,6,0,8,4
496,32NvV5zixD,4,2,6,6
505,32XNOcwH1z,3,1,4,4
506,32XNOcwH1z,8,0,1,3
507,32XNOcwH1z,6,0,1,5
508,32XNOcwH1z,9,0,1,2
509,32XNOcwH1z,9,0,2,1
510,32XNOcwH1z,6,1,2,3
531,369qOr0ZnJ,2,0,0,0
532,369qOr0ZnJ,0,2,0,0
533,369qOr0ZnJ,2,0,0,0
534,369qOr0ZnJ,2,0,0,0
535,369qOr0ZnJ,2,0,0,0
536,3ADqf6jn9r,0,0,2,0
537,3ADqf6jn9r,1,0,1,0
538,3ADqf6jn9r,1,0,0,1
539,3ADqf6jn9r,0,1,1,0
540,3ADqf6jn9r,1,0,0,1
544,3D0x8oxOYH,0,0,0,2
545,3D0x8oxOYH,0,0,2,0
546,3D0x8oxOYH,0,0,2,0
547,3D0x8oxOYH,0,0,1,1
548,3D0x8oxOYH,1,0,0,1
549,3D0x8oxOYH,1,0,0,1
556,3EcT46wsdc,0,0,3,1
557,3EcT46wsdc,0,0,4,0
558,3EcT46wsdc,1,0,2,1
560,3EcT46wsdc,2,0,2,0
561,3EcT46wsdc,0,0,3,1
562,3ExTD9F0u1,0,0,3,0
563,3ExTD9F0u1,0,0,2,1
564,3ExTD9F0u1,0,0,2,1
565,3ExTD9F0u1,0,0,3,0
566,3ExTD9F0u1,0,0,3,0
567,3ExTD9F0u1,1,0,2,0
573,3IFIedDIoN,0,0,2,0
574,3IFIedDIoN,0,0,2,0
575,3IFIedDIoN,0,1,1,0
576,3IFIedDIoN,0,0,2,0
577,3IFIedDIoN,0,0,2,0
578,3IFIedDIoN,1,0,1,0
579,3KX1xU2bCC,3,0,1,0
580,3KX1xU2bCC,3,0,1,0
581,3KX1xU2bCC,3,0,1,0
582,3KX1xU2bCC,15,0,4,1
583,3KX1xU2bCC,14,0,2,4
584,3KX1xU2bCC,18,0,1,1
585,3KX1xU2bCC,18,0,0,2
586,3KX1xU2bCC,18,0,0,2
596,3M1Nsgd9Fb,1,0,1,0
597,3M1Nsgd9Fb,1,0,1,0
598,3M1Nsgd9Fb,0,0,2,0
599,3M1Nsgd9Fb,0,0,2,0
600,3M1Nsgd9Fb,1,0,1,0
601,3NQSeJOfkz,0,0,7,0
602,3NQSeJOfkz,4,0,1,2
603,3NQSeJOfkz,0,0,6,1
604,3NQSeJOfkz,4,0,2,1
605,3NRpRBTGtY,0,0,3,0
606,3NRpRBTGtY,0,0,3,0
607,3NRpRBTGtY,0,0,3,0
608,3NRpRBTGtY,0,0,3,0
609,3NRpRBTGtY,0,0,3,0
610,3NRpRBTGtY,0,0,3,0
634,3hD1gzThtY,1,0,1,0
635,3hD1gzThtY,1,0,1,0
636,3hD1gzThtY,1,0,1,0
637,3hD1gzThtY,1,0,1,0
638,3hD1gzThtY,1,0,1,0
639,3hD1gzThtY,0,0,2,0
640,3i4xYPxtTf,0,0,2,0
641,3i4xYPxtTf,0,0,2,0
642,3i4xYPxtTf,0,0,1,1
643,3i4xYPxtTf,0,0,1,1
644,3i4xYPxtTf,0,0,1,1
645,3mJ9eTU319,0,0,1,1
646,3mJ9eTU319,0,0,1,1
647,3mJ9eTU319,1,0,1,0
648,3mJ9eTU319,0,0,1,1
649,3mJ9eTU319,1,0,1,0
650,3mJ9eTU319,0,0,2,0
657,3qX5RS8kpJ,0,0,3,0
658,3qX5RS8kpJ,0,0,2,1
659,3qX5RS8kpJ,0,0,3,0
660,3qX5RS8kpJ,1,0,0,2
661,3qX5RS8kpJ,1,0,1,1
662,3qX5RS8kpJ,0,0,3,0
663,3qan4Zg9rA,1,0,1,0
664,3qan4Zg9rA,0,0,0,2
665,3qan4Zg9rA,2,0,0,0
666,3qan4Zg9rA,1,0,0,1
667,3qan4Zg9rA,2,0,0,0
668,3qq7rvJzoj,1,1,0,0
669,3qq7rvJzoj,1,0,0,1
670,3qq7rvJzoj,1,0,0,1
677,3tN36gT4tB,2,0,0,2
678,3tN36gT4tB,2,0,0,2
679,3tN36gT4tB,0,1,2,1
680,3tN36gT4tB,0,0,4,0
681,3tlaoBZrSg,0,1,1,0
682,3tlaoBZrSg,1,0,1,0
683,3tlaoBZrSg,1,0,1,0
684,3tlaoBZrSg,2,0,0,0
685,3tlaoBZrSg,0,0,2,0
686,3tlaoBZrSg,1,0,1,0
695,3urFJKbmYN,0,0,0,2
696,3urFJKbmYN,0,0,0,2
697,3urFJKbmYN,0,0,1,1
698,3urFJKbmYN,0,0,2,0
699,3urFJKbmYN,0,0,0,2
714,3wMM5NEFvr,2,0,0,0
715,3wMM5NEFvr,1,0,1,0
716,3wMM5NEFvr,2,0,0,0
717,3wMM5NEFvr,1,0,1,0
718,3wMM5NEFvr,2,0,0,0
727,418BWmKIzX,7,0,2,1
728,418BWmKIzX,6,0,1,3
729,418BWmKIzX,3,4,1,2
730,418BWmKIzX,8,0,1,1
731,418BWmKIzX,6,1,1,2
732,418BWmKIzX,5,0,2,3
733,42RDNNJdWf,10,0,0,0
734,42RDNNJdWf,1,8,1,0
736,42RDNNJdWf,10,0,0,0
737,42RDNNJdWf,10,0,0,0
738,42RDNNJdWf,9,0,1,0
753,48c42LVtLx,2,0,0,0
754,48c42LVtLx,2,0,0,0
755,48c42LVtLx,2,0,0,0
756,48c42LVtLx,2,0,0,0
763,4CwO8At8Hw,11,1,3,3
764,4CwO8At8Hw,12,0,3,3
765,4CwO8At8Hw,15,0,1,2
766,4CwO8At8Hw,15,0,1,2
767,4CwO8At8Hw,15,0,2,1
768,4CwO8At8Hw,13,2,2,1
777,4HquuQN4qK,0,0,0,2
778,4HquuQN4qK,2,0,0,0
779,4HquuQN4qK,0,0,0,2
780,4HquuQN4qK,2,0,0,0
781,4HrWo5x7YF,10,1,4,1
782,4HrWo5x7YF,6,2,4,4
783,4HrWo5x7YF,11,1,3,1
784,4HrWo5x7YF,8,0,4,4
785,4HrWo5x7YF,9,0,3,4
786,4HrWo5x7YF,10,0,3,3
787,4K54YHTG2i,0,0,3,0
788,4K54YHTG2i,1,0,0,2
789,4K54YHTG2i,0,0,2,1
790,4K54YHTG2i,0,0,1,2
791,4K54YHTG2i,1,0,1,1
797,4M5Kj2UqaM,0,0,1,1
798,4M5Kj2UqaM,1,0,0,1
799,4M5Kj2UqaM,1,0,1,0
800,4M5Kj2UqaM,1,0,0,1
801,4M5Kj2UqaM,1,0,0,1
803,4MVVscCjYu,3,0,0,0
805,4MVVscCjYu,3,0,0,0
806,4MVVscCjYu,0,0,3,0
807,4MVVscCjYu,3,0,0,0
808,4MVVscCjYu,3,0,0,0
809,4MVVscCjYu,3,0,0,0
810,4T8vEVK79x,8,0,3,2
811,4T8vEVK79x,7,0,4,2
812,4T8vEVK79x,12,0,1,0
813,4T8vEVK79x,9,0,2,2
814,4T8vEVK79x,2,0,0,0
815,4T8vEVK79x,2,0,0,0
816,4T8vEVK79x,12,0,1,0
817,4T8vEVK79x,2,0,0,0
842,4doFQgswAu,0,0,3,0
843,4doFQgswAu,0,1,2,0
844,4doFQgswAu,0,0,3,0
845,4dwe2wlxx5,0,0,1,1
846,4dwe2wlxx5,0,0,0,2
847,4dwe2wlxx5,0,0,0,2
848,4dwe2wlxx5,0,0,0,2
849,4dwe2wlxx5,0,0,1,1
850,4dwe2wlxx5,0,0,0,2
851,4fX2DEypNL,0,0,1,1
852,4fX2DEypNL,0,0,2,0
853,4fX2DEypNL,0,0,2,0
854,4fX2DEypNL,0,0,2,0
855,4fX2DEypNL,1,0,0,1
856,4fX2DEypNL,0,1,0,1
863,4iupzej9nT,0,0,0,2
864,4iupzej9nT,0,0,0,2
870,4ltyJqAHMg,0,0,8,3
871,4ltyJqAHMg,0,0,6,5
872,4ltyJqAHMg,0,0,6,5
873,4ltyJqAHMg,0,0,7,4
874,4oU82peL8f,0,2,1,0
875,4oU82peL8f,0,2,1,0
876,4oU82peL8f,0,2,1,0
877,4oU82peL8f,0,2,1,0
878,4oU82peL8f,0,2,1,0
879,4oU82peL8f,0,2,1,0
885,4vztmTrGhd,17,1,1,0
886,4vztmTrGhd,12,5,1,1
887,4vztmTrGhd,5,0,0,0
888,4vztmTrGhd,16,0,3,0
889,4vztmTrGhd,18,0,1,0
890,4vztmTrGhd,17,1,1,0
891,4vztmTrGhd,5,0,0,0
892,4yzY0GFIJj,0,0,5,0
893,4yzY0GFIJj,0,0,3,2
894,4yzY0GFIJj,2,0,3,0
895,4yzY0GFIJj,1,0,3,1
896,4yzY0GFIJj,0,0,4,1
897,53wE3EbrgK,0,0,2,0
898,53wE3EbrgK,0,0,2,0
899,53wE3EbrgK,0,0,1,1
916,5Cvh976L09,0,0,2,1
917,5Cvh976L09,3,0,0,0
918,5Cvh976L09,0,0,2,1
919,5Cvh976L09,0,0,0,3
920,5Cvh976L09,1,0,2,0
921,5Cvh976L09,3,0,0,0
941,5LBH6azyBM,1,0,0,1
942,5LBH6azyBM,0,0,0,2
943,5LBH6azyBM,1,0,0,1
944,5LBH6azyBM,0,0,1,1
945,5LBH6azyBM,1,0,0,1
948,5PfEQzE9bf,0,0,1,1
949,5PfEQzE9bf,0,0,2,0
950,5PfEQzE9bf,0,0,2,0
951,5PfEQzE9bf,0,0,2,0
952,5PfEQzE9bf,0,0,2,0
953,5PfEQzE9bf,0,0,2,0
954,5RQPAHUtCO,5,0,0,1
955,5RQPAHUtCO,5,0,0,1
956,5RQPAHUtCO,5,0,0,1
957,5RQPAHUtCO,4,0,1,1
958,5RQPAHUtCO,5,0,0,1
959,5RQPAHUtCO,4,0,1,1
960,5SMn6N9SXq,2,0,2,0
961,5SMn6N9SXq,1,0,2,1
962,5SMn6N9SXq,2,0,1,1
963,5SMn6N9SXq,0,0,2,2
964,5SMn6N9SXq,2,0,1,1
965,5SMn6N9SXq,3,0,1,0
966,5TiuerrwR8,0,0,1,4
967,5TiuerrwR8,2,0,2,5
968,5TiuerrwR8,1,0,5,3
969,5TiuerrwR8,0,0,0,5
970,5TiuerrwR8,2,0,3,4
977,5WVIbxWqwA,3,1,0,2
978,5WVIbxWqwA,5,0,0,1
979,5WVIbxWqwA,3,0,1,2
980,5WVIbxWqwA,4,0,0,2
981,5WVIbxWqwA,6,0,0,0
998,5hDvooOKUP,2,0,0,1
999,5hDvooOKUP,3,0,0,0
1000,5hDvooOKUP,2,0,0,1
1001,5hDvooOKUP,0,0,3,0
1002,5hDvooOKUP,3,0,0,0
1003,5hDvooOKUP,3,0,0,0
1010,5kTn1c3vtt,0,0,2,0
1011,5kTn1c3vtt,0,0,2,0
1012,5kTn1c3vtt,0,0,1,1
1014,5kTn1c3vtt,1,0,1,0
1016,5kTn1c3vtt,0,0,1,1
1017,5kTn1c3vtt,1,0,0,1
1018,5lIJrDCQll,0,0,2,0
1019,5lIJrDCQll,0,0,2,0
1020,5lIJrDCQll,0,0,1,1
1021,5lIJrDCQll,0,0,1,1
1022,5lIJrDCQll,0,0,2,0
1023,5lIJrDCQll,0,0,2,0
1024,5nNNVY8NW4,36,0,2,4
1025,5nNNVY8NW4,6,0,0,0
1026,5nNNVY8NW4,6,0,0,0
1027,5nNNVY8NW4,6,0,0,0
1028,5nNNVY8NW4,28,1,12,1
1029,5nNNVY8NW4,30,1,11,0
1030,5nNNVY8NW4,34,0,6,2
1031,5nNNVY8NW4,18,0,16,8
1032,5ntMrdtnTu,2,0,1,0
1033,5ntMrdtnTu,3,0,0,0
1034,5ntMrdtnTu,2,0,1,0
1035,5ntMrdtnTu,3,0,0,0
1036,5ntMrdtnTu,2,0,1,0
1040,5vI6ApLOg8,0,2,4,1
1041,5vI6ApLOg8,1,0,5,1
1042,5vI6ApLOg8,1,1,2,3
1043,5vI6ApLOg8,0,1,5,1
1044,5vI6ApLOg8,3,0,2,2
1045,5vI6ApLOg8,6,0,0,1
1068,63o9EmYHXt,8,0,1,1
1069,63o9EmYHXt,6,0,1,3
1070,63o9EmYHXt,0,7,2,1
1071,63o9EmYHXt,6,0,1,3
1072,63o9EmYHXt,5,0,2,3
1073,63o9EmYHXt,5,1,1,3
1086,68AMoK2YNk,0,6,3,1
1087,68AMoK2YNk,2,0,0,0
1088,68AMoK2YNk,8,0,1,1
1089,68AMoK2YNk,2,0,0,0
1090,68AMoK2YNk,6,2,2,0
1091,68AMoK2YNk,8,0,1,1
1092,68AMoK2YNk,8,0,1,1
1093,68AMoK2YNk,2,0,0,0
1094,698yKwEXf0,0,0,1,1
1096,698yKwEXf0,1,0,1,0
1097,698yKwEXf0,0,0,1,1
1098,698yKwEXf0,0,0,1,1
1099,698yKwEXf0,0,0,1,1
1101,698yKwEXf0,0,0,1,1
1102,69IOkVkTQX,6,0,1,2
1103,69IOkVkTQX,6,0,2,1
1104,69IOkVkTQX,6,0,1,2
1105,69IOkVkTQX,6,0,2,1
1106,69IOkVkTQX,5,0,3,1
1107,69IOkVkTQX,5,0,3,1
1127,6OMZEKarO7,0,0,2,0
1128,6OMZEKarO7,1,0,1,0
1129,6OMZEKarO7,1,0,1,0
1130,6OMZEKarO7,1,0,1,0
1131,6OMZEKarO7,1,0,1,0
1135,6VEqdKmfKh,2,0,0,0
1136,6VEqdKmfKh,0,0,1,1
1137,6VEqdKmfKh,2,0,0,0
1138,6VEqdKmfKh,1,0,0,1
1139,6VEqdKmfKh,1,0,0,1
1140,6VEqdKmfKh,0,0,1,1
1141,6VyoaDj3zB,0,0,0,2
1142,6VyoaDj3zB,1,0,0,1
1143,6VyoaDj3zB,1,0,0,1
1144,6VyoaDj3zB,1,0,1,0
1145,6VyoaDj3zB,1,0,1,0
1154,6YVSHa3g4b,0,0,0,2
1155,6YVSHa3g4b,0,0,0,2
1156,6YVSHa3g4b,0,0,1,1
1157,6YVSHa3g4b,0,0,2,0
1158,6YVSHa3g4b,0,0,2,0
1159,6YVSHa3g4b,0,0,2,0
1160,6bXLKr5NMT,0,0,0,2
1161,6bXLKr5NMT,0,0,0,2
1162,6bXLKr5NMT,0,0,2,0
1163,6bXLKr5NMT,0,0,2,0
1164,6bXLKr5NMT,0,0,1,1
1165,6dI31vzkqT,1,0,1,2
1166,6dI31vzkqT,1,0,2,1
1167,6dI31vzkqT,0,0,2,2
1168,6dI31vzkqT,4,0,0,0
1169,6dI31vzkqT,3,0,0,1
1175,6j88qckao7,0,0,0,2
1176,6j88qckao7,0,0,2,0
1177,6j88qckao7,0,0,0,2
1178,6j88qckao7,0,0,1,1
1179,6j88qckao7,0,0,1,1
1180,6n7gXOvdwm,0,0,3,1
1181,6n7gXOvdwm,0,0,1,3
1182,6n7gXOvdwm,0,0,0,4
1183,6n7gXOvdwm,0,0,4,0
1184,6n7gXOvdwm,0,0,4,0
1201,6yWDfQAcru,2,0,0,0
1202,6yWDfQAcru,2,0,0,0
1209,71029,0,0,0,3
1210,71029,0,0,0,3
1211,71029,0,0,0,3
1212,71029,0,0,3,0
1213,71029,0,0,3,0
1227,71049,0,0,1,1
1228,71049,0,0,2,0
1229,71049,0,0,2,0
1230,71049,0,0,1,1
1231,71049,0,0,1,1
1238,71065,1,0,1,1
1239,71065,0,0,1,2
1240,71065,0,0,2,1
1241,71065,0,0,0,3
1242,71065,1,0,1,1
1245,71069,0,0,0,3
1246,71069,1,0,0,2
1247,71069,0,0,2,1
1248,71069,0,0,3,0
1249,71069,1,0,1,1
1260,71122,0,0,2,1
1261,71122,2,0,0,1
1262,71122,0,0,0,3
1264,71122,0,0,0,3
1265,71122,2,0,0,1
1266,71132,1,0,5,5
1267,71132,1,0,3,7
1268,71132,1,0,6,4
1269,71132,1,1,5,4
1270,71132,1,0,7,3
1279,71142,0,0,1,1
1280,71142,1,0,1,0
1281,71142,1,0,1,0
1282,71142,0,0,1,1
1288,71154,1,0,0,1
1289,71154,1,0,0,1
1290,71154,1,0,0,1
1291,71154,1,0,0,1
1301,71171,1,0,1,0
1302,71171,1,0,1,0
1303,71171,1,0,1,0
1304,71171,1,0,1,0
1308,71802,0,0,1,1
1309,71802,0,0,1,1
1310,71802,0,0,1,1
1313,73YmKB7KpW,1,0,1,0
1314,73YmKB7KpW,2,0,0,0
1315,73YmKB7KpW,1,0,0,1
1322,74PNBqBKPA,0,0,1,1
1323,74PNBqBKPA,1,0,1,0
1324,74PNBqBKPA,1,0,1,0
1325,74PNBqBKPA,1,0,1,0
1326,74PNBqBKPA,1,0,1,0
1327,74PNBqBKPA,1,0,1,0
1328,75AYDsndHP,0,0,0,2
1329,75AYDsndHP,0,0,0,2
1330,75AYDsndHP,2,0,0,0
1331,75AYDsndHP,0,0,2,0
1332,75AYDsndHP,0,0,2,0
1333,76XSBLdBdg,0,0,2,0
1334,76XSBLdBdg,0,0,2,0
1335,76XSBLdBdg,0,0,2,0
1336,76XSBLdBdg,0,0,2,0
1337,76XSBLdBdg,1,0,1,0
1338,76XSBLdBdg,0,0,2,0
1365,7FG30Wld9Q,2,0,0,1
1366,7FG30Wld9Q,7,0,0,2
1367,7FG30Wld9Q,7,0,2,0
1368,7FG30Wld9Q,5,0,3,1
1369,7FG30Wld9Q,2,0,0,1
1370,7FG30Wld9Q,2,0,0,1
1371,7FG30Wld9Q,8,0,1,0
