arm,band,orid,space_id,sha,paper_title,inscope_claims,total_claims,judged_at
control_dup_sha,m>10,SGTLVjx3MN,rdubwiley/stability-beyond-bounded-differences-sharp-repro,f69d7a48721051b934b4738661c05713ae0d9d1a,Stability beyond Bounded Differences: Sharp Generalization Bounds under Finite $L_p$ Moments,6,6,2026-07-23T05:57:56+00:00
control_dup_sha,m=6-10,N9nlCRUiir,rdubwiley/black-box-assisted-regression-phase-transitions-repro,158171053492367d6d4bdf500167c3c54c60a0e1,Black-Box Assisted Regression: Phase Transitions and Minimax Optimality,6,6,2026-07-23T05:58:51+00:00
control_dup_sha,m=3-5,29sn1uqWn3,ICML-2026-agent-repro/repro-why-linear-rnns-more-parallelizable,09a801d6fb91f39d747eab5a0163542a53aaec41,Why Are Linear RNNs More Parallelizable?,6,6,2026-07-23T09:54:00+00:00
control_dup_sha,m=3-5,29sn1uqWn3,vimarsh/repro-why-linear-rnns-more-parallelizable,09a801d6fb91f39d747eab5a0163542a53aaec41,Why Are Linear RNNs More Parallelizable?,6,6,2026-07-23T19:08:06+00:00
control_dup_sha,m>10,jl2f2Y3iuC,rdubwiley/fine-tuning-without-forgetting-in-context-learning-a-theoretical-analysis-of-linear-repro,913699f1d9e7f379a8b52c8441bac1b85770687b,Fine-Tuning Without Forgetting In-Context Learning: A Theoretical Analysis of Linear Attention Models,5,5,2026-07-24T14:27:46+00:00
control_dup_sha,m>10,J0y3sNbo9G,rdubwiley/theoretical-investigation-on-inductive-bias-of-isolation-forest-repro,8aba6f2326d59ac08c1222a3eba258a755edac97,Theoretical Investigation on Inductive Bias of Isolation Forest,6,6,2026-07-24T14:28:28+00:00
control_dup_sha,m=2,iJDJCO4mji,arthrod/repro-mmbert-annealed-multilingual-encoder,cf6521b3d3e7fd378f6ed139c727f5912024d85a,mmBERT: A Modern Multilingual Encoder with Annealed Language Learning,6,6,2026-07-24T14:30:54+00:00
control_dup_sha,m=6-10,68AMoK2YNk,rdubwiley/understanding-generalization-and-forgetting-in-in-context-continual-learning-repro,1b5d605d9dec3e1167e6a70a0218758f4fae2c20,Understanding Generalization and Forgetting in In-Context Continual Learning,5,5,2026-07-24T16:26:22+00:00
control_dup_sha,m=2,IalpB5Mzaz,bsenst/working,6b4db58ff5ec9b53b7ba9c2ac5883b79a73e7bde,Time-Conditioned Foreseeing: An EHR-Specific Foundation Model for Irregular Dynamics and Calendrical Time,3,3,2026-07-26T09:15:18+00:00
control_dup_sha,m=2,rEzGzILnVC,ICML-2026-agent-repro/repro-beyond-accuracy-latent-perturbations-for-cognitive-aware-diagnosis,668097546bcd3604f5d2b23ae13f9d619ce18ab9,Beyond Accuracy: Latent Perturbations for Cognitive-Aware Diagnosis,2,2,2026-07-26T09:41:17+00:00
control_dup_sha,m=3-5,cX3r7kAqr1,ICML-2026-agent-repro/repro-structured-multi-modal-graph-disentanglement-for-psychiatric-diagnosis,01086ab68c920eaa42ff64c15eb9f9c72ec26772,Structured Multi-modal Graph Disentanglement for Psychiatric Diagnosis,2,2,2026-07-26T10:09:20+00:00
control_dup_sha,m=2,2iFauBXg7Y,ICML-2026-agent-repro/repro-bioagent-bench-an-ai-agent-evaluation-suite-for-bioinformatics,4ea8c7d045ed20f06dc816ff5d11281a29f9d020,BioAgent Bench: An AI Agent Evaluation Suite for Bioinformatics,6,6,2026-07-26T11:50:30+00:00
control_dup_sha,m=2,rEzGzILnVC,bsenst/repro-beyond-accuracy-latent-perturbations-for-cognitive-aware-diagnosis,668097546bcd3604f5d2b23ae13f9d619ce18ab9,Beyond Accuracy: Latent Perturbations for Cognitive-Aware Diagnosis,2,2,2026-07-27T16:16:26+00:00
control_dup_sha,m=3-5,cX3r7kAqr1,bsenst/repro-structured-multi-modal-graph-disentanglement-for-psychiatric-diagnosis,01086ab68c920eaa42ff64c15eb9f9c72ec26772,Structured Multi-modal Graph Disentanglement for Psychiatric Diagnosis,2,2,2026-07-27T16:17:48+00:00
control_dup_sha,m=2,IalpB5Mzaz,bsenst/Time-Conditioned-Foreseeing-An-EHR-Specific-Foundation-Model,6b4db58ff5ec9b53b7ba9c2ac5883b79a73e7bde,Time-Conditioned Foreseeing: An EHR-Specific Foundation Model for Irregular Dynamics and Calendrical Time,3,3,2026-07-27T16:21:03+00:00
control_dup_sha,m=2,2iFauBXg7Y,bsenst/repro-bioagent-bench-an-ai-agent-evaluation-suite-for-bioinformatics,4ea8c7d045ed20f06dc816ff5d11281a29f9d020,BioAgent Bench: An AI Agent Evaluation Suite for Bioinformatics,6,6,2026-07-27T21:55:20+00:00
